,user,tweet text,compound,positive,negative,neutral,tweets back
48,nytimes,"Winters in the U.S. have gotten warmer in the past 30 years, and some of the coldest parts of the country have warm… https://t.co/NsYsJmxQfO",0.296,0.087,0.0,0.913,49
49,nytimes,"Drivers leapt from their cars to help pull people free, but quickly realized they could save only the people in car… https://t.co/qrG09SRWv5",0.8074,0.304,0.0,0.696,50
50,nytimes,One of the world's best brews is also one of the rarest: It can only be purchased at a Trappist monastery in Belgiu… https://t.co/dwZeHEXrqM,0.6369,0.16,0.0,0.84,51
51,nytimes,"Britain said that it was ""overwhelmingly likely"" that Vladimir Putin personally ordered the nerve agent attack agai… https://t.co/mnqKLMkuPz",-0.5574,0.0,0.223,0.777,52
52,nytimes,"Andrew Cuomo and his political operation have gone into overdrive, though his aides say it has nothing to do with C… https://t.co/C5Qz73Q10y",0.0,0.0,0.0,1.0,53
53,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/qbWj43MLtq https://t.co/DNVWpN9CDM,0.0,0.0,0.0,1.0,54
54,nytimes,"Russian hackers have infiltrated U.S. and European water and power plants, with the potential to sabotage them, the… https://t.co/249KNZfown",-0.5267,0.0,0.159,0.841,55
55,nytimes,"Vanessa Trump has filed for an uncontested divorce from Donald Trump Jr., her husband of 12 years https://t.co/jdzxgUWHTp",0.0,0.0,0.0,1.0,56
56,nytimes,"A sister of Dylann Roof, the man who killed 9 black churchgoers in 2015, was arrested for bringing weapons to a sch… https://t.co/AyMHzriNO7",-0.8885,0.0,0.382,0.618,57
57,nytimes,Ida B. Wells was an investigative reporter who exposed the systematic lynching of black men in the South. Her work… https://t.co/YUc8xgcnGv,0.1779,0.09,0.058,0.852,58
58,nytimes,The Bollywood legend Madhubala starred in more than 70 movies in her 36 years. She was called a “living Taj Mahal” https://t.co/9ylcULekE2,0.0,0.0,0.0,1.0,59
59,nytimes,"""It is scary, as his lying has become the new normal."" Canadians were baffled by President Trump's reported comment… https://t.co/MVRehuw74t",-0.765,0.0,0.268,0.732,60
60,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/FXxyYOWEmj https://t.co/9MIN1bQFeG,0.0,0.0,0.0,1.0,61
61,nytimes,"To abolish the coin would be ""to give into inflation and to trash 1,000 years of history,"" one person tweeted https://t.co/1BiPt7Jf1A",0.0,0.0,0.0,1.0,62
62,nytimes,"The special counsel, Robert Mueller, has subpoenaed the Trump Organization in recent weeks to turn over documents,… https://t.co/9dyXY88GPx",0.4019,0.137,0.0,0.863,63
63,nytimes,"She suggested that the death of a young man had been the latest act of police brutality. The next day, assailants s… https://t.co/2NP8yBRLhG",-0.836,0.0,0.283,0.717,64
64,nytimes,"An American military helicopter crashed in western Iraq, killing some of the 7 service members aboard https://t.co/w2gU4sAxcm",-0.6486,0.056,0.226,0.718,65
65,nytimes,"""You shouldn't categorize people like this,"" Angela Merkel said. But some Germans call the man who runs the food ba… https://t.co/It2SrOln49",-0.2755,0.0,0.095,0.905,66
66,nytimes,"Theresa May promised to ""freeze Russian state assets wherever we have the evidence that they may be used to threate… https://t.co/75sXaXJCcy",0.5267,0.231,0.0,0.769,67
67,nytimes,RT @nytimesworld: President Trump admits he told an untruth to Prime Minster Justin Trudeau. Canadians are baffled over why the leader of t…,0.296,0.091,0.0,0.909,68
68,nytimes,"""They have the ability to shut the power off. All that's missing is some political motivation,"" said a security tec… https://t.co/1DJTYA1W39",0.3612,0.197,0.092,0.711,69
69,nytimes,"Russian hackers have infiltrated U.S. and European water and power plants, with the potential to sabotage them, the… https://t.co/pMo5Kyx3Qm",-0.5267,0.0,0.159,0.841,70
70,nytimes,Rising ocean levels are causing waves to break on the statues and platforms built by an ancient civilization. Easte… https://t.co/9ueOnAtJT0,0.0,0.0,0.0,1.0,71
71,nytimes,Creamy pasta with smoked bacon and peas. Ready in 15 minutes. https://t.co/fCxEI2weqI,0.3612,0.185,0.0,0.815,72
72,nytimes,RT @MarkLandler: Radio silence from North Korea about Trump-Kim meeting raises new question among NK watchers: Did Kim actually make the of…,0.0,0.0,0.0,1.0,73
73,nytimes,Editors’ Choice: 5 New Books We Recommend This Week https://t.co/xZ9DGyfBUh,0.3612,0.238,0.0,0.762,74
74,nytimes,"Kenya’s political rivals pledged to work together, but the people who suffered violence during their prolonged batt… https://t.co/nzdcLvNulO",-0.899,0.0,0.383,0.617,75
75,nytimes,"RT @nytimesworld: If Britain wants to turn up the heat on Russia, it could start seizing the assets of its tycoons. It would not have to lo…",0.1779,0.061,0.0,0.939,76
76,nytimes,Toys “R” Us went from planning a turnaround to collapsing. The brand’s downfall shows the risks of private equity i… https://t.co/X23CuKOAOn,-0.5106,0.0,0.193,0.807,77
77,nytimes,"As Stephen Hawking's renown spread, movies were made about him, he made cameos on TV shows, and he inspired compose… https://t.co/ZaovGlTW7G",0.4939,0.138,0.0,0.862,78
78,nytimes,RT @nytimesworld: “How many more must die for this war to end?” Councilwoman Marielle Franco wrote on Twitter after a police killing. She h…,-0.9257,0.0,0.384,0.616,79
79,nytimes,Snapchat shares fell 4 percent after Rihanna criticized an ad for making light of domestic violence. The ad asked w… https://t.co/9vRSylinuU,-0.6597,0.085,0.256,0.659,80
80,nytimes,"When Alison Hargreaves became the first woman to scale Mount Everest alone and without oxygen, she sent a radio mes… https://t.co/K5z48fzXnC",-0.25,0.0,0.095,0.905,81
81,nytimes,"How exercise can keep aging muscles and immune systems ""young"" https://t.co/PazWVFtAKi",0.296,0.18,0.0,0.82,82
82,nytimes,"RT @nytimesphoto: Photographers find new ways to frame the natural world 
https://t.co/o7zqXisntT https://t.co/F0S2YCbII3",0.3612,0.172,0.0,0.828,83
83,nytimes,"Easter Island is eroding. Climate change is threatening its future, and also its past. https://t.co/xL32jSX4Hw",-0.5267,0.0,0.195,0.805,84
84,nytimes,"Germans First? A Food Bank Bars Migrants, Setting Off a Storm https://t.co/R8bsZgS1H8",0.0,0.0,0.0,1.0,85
85,nytimes,RT @nytimesarts: Banksy's latest mural has arrived in downtown Manhattan https://t.co/J91sonn9vn,0.0,0.0,0.0,1.0,86
86,nytimes,"When Qatari royals were captured falcon hunting in Iraq, they were used as pawns in a multiplayer chess match that… https://t.co/Hs7z3kbweN",0.0,0.0,0.0,1.0,87
87,nytimes,RT @nytopinion: .@PaulKrugman: The apparent Democratic victory in the Pennsylvania special election showed the bankruptcy of all the politi…,0.4019,0.13,0.0,0.87,88
88,nytimes,Trump Readies Sweeping Tariffs and Investment Restrictions on China https://t.co/Yx8feHvvld,0.0,0.0,0.0,1.0,89
89,nytimes,Surveillance video of the Parkland shooting confirms that the school’s only armed sheriff’s deputy remained outside… https://t.co/7EtKJyQPw3,0.0,0.0,0.0,1.0,90
90,nytimes,"RT @nytimesbusiness: ""60 Minutes"" has set a date for its interview with Stormy Daniels. https://t.co/3QxHbwK7tt",0.0,0.0,0.0,1.0,91
91,nytimes,"RT @davidwchen: New: Cooper Union, just a few years removed from serious financial woes, plans to offer free tuition again https://t.co/GzI…",0.0258,0.135,0.171,0.694,92
92,nytimes,"Tracy Morgan, on life after his accident: “I have to ask myself, because of what I’ve been through, was I better th… https://t.co/sTDirN5nxv",-0.0516,0.112,0.119,0.769,93
93,nytimes,Toys “R” Us went from planning a turnaround to collapsing. The brand’s downfall shows the risks of private equity i… https://t.co/V35xJMADBj,-0.5106,0.0,0.193,0.807,94
94,nytimes,We've learned some new things about Steve. But there's still a lot that we don't know about Steve.  https://t.co/Lcz7YA4vqv,0.0,0.0,0.0,1.0,95
95,nytimes,RT @NYTNational: One in seven prisoners has hepatitis C. Fewer than one percent are getting life-saving treatment. https://t.co/XhM3cVf9XQ,-0.5106,0.0,0.163,0.837,96
96,nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/5WZyiMJu7z,0.0,0.0,0.0,1.0,97
97,nytimes,At least 4 people died after a pedestrian bridge collapsed in Florida earlier today https://t.co/awyYNPMwTP,-0.6908,0.0,0.341,0.659,98
98,nytimes,"The conductor James Levine sued the Metropolitan Opera for breach of contract and defamation, 3 days after the comp… https://t.co/76RbEsp0U2",0.0,0.0,0.0,1.0,99
99,nytimes,"RT @nytimesarts: The new ""Tomb Raider"" has a generic story, bad writing, a miscast lead, the wrong director and no fun (but it does have Wa…",-0.6705,0.103,0.274,0.623,100
0,FoxNews,Whatever happened to...democracy vouchers? Dan Springer follows up on Seattle's plan to take the money out of polit… https://t.co/VimgxERIuo,0.0,0.0,0.0,1.0,1
1,FoxNews,"RT @FoxBusiness: Don King to @cvpayne on his support for @realDonaldTrump: ""Everyone agrees that they system is corrupt, the GOP, the Dems,…",0.5423,0.184,0.0,0.816,2
2,FoxNews,Turtle euthanized as row continues over reports it ate a puppy https://t.co/LEDULqLj7C,0.0,0.0,0.0,1.0,3
3,FoxNews,".@peterthiel: If #Trump Runs in 2020, He Will Get Re-Elected https://t.co/mMe9sJfl4y",0.0,0.0,0.0,1.0,4
4,FoxNews,.@AllenWest: It Would Be 'March Madness' If McCabe Retires With Full Pension  @TeamCavuto https://t.co/rRLwv1wRkc,-0.4404,0.0,0.182,0.818,5
5,FoxNews,".@TheJuanWilliams on Nancy Pelosi: “Nobody’s beaten her, and I think that’s for a very real reason…she’s a great fu… https://t.co/6B3W5Y2Jvl",0.3744,0.197,0.126,0.677,6
6,FoxNews,New Orleans celebrates St. Patrick's Day by tossing cabbage at people https://t.co/DrKDygudEc,0.5719,0.252,0.0,0.748,7
7,FoxNews,".@JesseBWatters: “Whether it was an accidental shooting or it was a purposeful shooting, he cost Kate Steinle her l… https://t.co/1RujPnSsxr",-0.0772,0.0,0.067,0.933,8
8,FoxNews,.@kimguilfoyle on possibility of Andrew McCabe being fired: “This is well within the purview of the Attorney Genera… https://t.co/orUrYwWGCT,-0.3612,0.093,0.159,0.749,9
9,FoxNews,".@conservmillen: ""[@HillaryClinton] is extremely effective in reminding Republicans...what Democrats think about mo… https://t.co/IkNm7mVVtf",0.5256,0.22,0.0,0.78,10
10,FoxNews,RT @CNASdc: .@CNASdc launches the second chapter of its #WomenInNatsec podcast series: The Last Word.  @JenGriffinFNC joins to share lesson…,0.296,0.104,0.0,0.896,11
11,FoxNews,"Mike Baker: ""When you get in a room and you talk to intel officials...and say, 'What is it that keeps you up at nig… https://t.co/kyV7FdbACM",0.0,0.0,0.0,1.0,12
12,FoxNews,First Florida bridge collapse victim identified as @FIU student https://t.co/D9nfhdqutO,-0.6486,0.0,0.398,0.602,13
13,FoxNews,".@AllenWest: ""If you cannot trust the #1 law enforcement agency in the United States of America, then who can you t… https://t.co/oWqodXFu1G",0.0253,0.11,0.106,0.784,14
14,FoxNews,".@AllenWest on McCabe: ""He did not serve with honor all the way to the last moment of his time and service there wi… https://t.co/tSU7i6j1TP",-0.3875,0.0,0.103,0.897,15
15,FoxNews,".@AllenWest on McCabe: ""[If a] senior officer were able to get away with something that the privates and the corpor… https://t.co/5f6EL7XTGP",0.0,0.0,0.0,1.0,16
16,FoxNews,".@AllenWest on McCabe: ""If this is allowed to happen once again we will send a message to everyday Americans that t… https://t.co/xatTRsmEYo",0.0,0.0,0.0,1.0,17
17,FoxNews,Strzok-Page texts reveal personal relationship between FBI official and judge recused from Flynn case - via… https://t.co/z4JN8mwph1,0.0,0.0,0.0,1.0,18
18,FoxNews,'Angel Dad': Pelosi Would Want a 'Wall to the Moon' If an Illegal Immigrant Hurt Her Family https://t.co/IfLXQPYRtc,-0.7717,0.058,0.314,0.628,19
19,FoxNews,"On @foxandfriends, @real_jamielshaw, a father whose son was killed by an illegal immigrant, called for Oakland Mayo… https://t.co/1DcKeo4ujt",-0.8442,0.0,0.351,0.649,20
20,FoxNews,"Sheriff defends self after public outrage over $740G beach house, pocketing money from inmate food fund https://t.co/lyhikKxuLu",-0.5106,0.0,0.171,0.829,21
21,FoxNews,New Jersey church shocked after Jesus statue stolen 90 years ago is returned https://t.co/UxVGpjC45n,-0.6705,0.0,0.314,0.686,22
22,FoxNews,Tripp Halstead dies 5 years after being struck by falling tree branch as a toddler https://t.co/2xgBI9R5QI,-0.3818,0.0,0.231,0.769,23
23,FoxNews,Christopher Steele must appear for dossier deposition in British court https://t.co/jJW0ziHJx0,0.0,0.0,0.0,1.0,24
24,FoxNews,"Amidst reports of @DonaldJTrumpJr's divorce, former first daughter @ChelseaClinton sent a message in defense of Pre… https://t.co/dyj5QqtmbR",0.128,0.091,0.0,0.909,25
25,FoxNews,New Jersey church shocked after Jesus statue stolen 90 years ago is returned https://t.co/uYdQgBV57j,-0.6705,0.0,0.314,0.686,26
26,FoxNews,.@PressSec: Gen. McMaster's job is safe. https://t.co/FwabdETMEe,0.4404,0.326,0.0,0.674,27
27,FoxNews,".@PressSec: ""@POTUS is headed to New Hampshire on Monday to reinforce the administration's commitment to combating… https://t.co/CEMHSqNHkc",0.3818,0.14,0.0,0.86,28
28,FoxNews,".@Marcshort45: ""We wanted to take a few minutes to discuss the historic obstruction that we have faced by… https://t.co/9jvCd5dxh5",0.0,0.0,0.0,1.0,29
29,FoxNews,Ex-baseball prospect Danry Vasquez speaks out after video allegedly shows him beating then-girlfriend: 'I've truly… https://t.co/NYts7KJ7UH,-0.2023,0.115,0.156,0.729,30
30,FoxNews,Another Russian hit? Murder investigation launched for exile found with neck crushed in England https://t.co/IFy4BgNg3P,-0.7906,0.071,0.357,0.571,31
31,FoxNews,.@PressSec Sarah Sanders holds a briefing at the @WhiteHouse.  https://t.co/Xg0bP4D6VN,0.0,0.0,0.0,1.0,32
32,FoxNews,'He Has Not Risen to the Task': GOP Lawmaker Calls for VA Sec'y Shulkin to Resign https://t.co/sqZPndpGcO,-0.34,0.0,0.13,0.87,33
33,FoxNews,Trump convinces GOP primary challenger to drop out of Nevada Senate race for 'unity' https://t.co/ENjSPaxBmM,0.0258,0.185,0.121,0.694,34
34,FoxNews,Another Russian hit? Murder investigation launched for Russian exile found with neck crushed in England (via… https://t.co/E56Cyg5XuU,-0.7906,0.065,0.326,0.609,35
35,FoxNews,'Mad Nailer' deliberately scattering roofing nails on a portion of Florida's US 1 https://t.co/pEIxWM6uRU,-0.4939,0.0,0.225,0.775,36
36,FoxNews,RT @FoxBusiness: Amazon's HQ2 search tied to Pentagon? https://t.co/cGw9bRa1yg,0.0,0.0,0.0,1.0,37
37,FoxNews,".@leezeldin: ""I believe that there was misconduct as it relates to how the Clinton probe ended."" #OutnumberedOT https://t.co/QyLJ0zVuAx",0.0,0.0,0.0,1.0,38
38,FoxNews,Army speeds up prototypes for its next-gen combat vehicle https://t.co/vqekFxzcS1,-0.34,0.0,0.211,0.789,39
39,FoxNews,"Sheriff defends self after public outrage over $740G beach house, pocketing money from inmate food fund https://t.co/pgAdeU1ZS2",-0.5106,0.0,0.171,0.829,40
40,FoxNews,Attorney: Stormy Daniels Was Physically Threatened Over Alleged Trump Affair https://t.co/ZmBy2lvDrx,-0.4588,0.0,0.231,0.769,41
41,FoxNews,"Former @FBI Assistant Director Chris Swecker; ""I think you're going to see some pure TNT come out in this IG report… https://t.co/p79eS9sk3V",0.0,0.0,0.0,1.0,42
42,FoxNews,Famous 'snake whisperer' dies after fatal cobra bite https://t.co/hIfPm9ABPf,-0.5423,0.0,0.304,0.696,43
43,FoxNews,".@AlanDersh: ""They obviously have not been able to build a case based on the alleged obstruction of justice because… https://t.co/dOI53RVr58",0.5267,0.159,0.0,0.841,44
44,FoxNews,Awaiting AG Sessions' decision on whether he will fire Deputy @FBI Director McCabe just before his retirement.… https://t.co/0UxyZiD1sy,-0.34,0.0,0.124,0.876,45
45,FoxNews,Porn star Christiana Cinn says Domino's Pizza delivery driver offered her $200 for sex https://t.co/iMxZcFGDJp,0.0,0.0,0.0,1.0,46
46,FoxNews,Medieval 'pot o' gold' discovered by construction workers https://t.co/JZlsjsOdel,0.0,0.0,0.0,1.0,47
47,FoxNews,"On @foxandfriends, @AlanDersh called out the many Democrats who have associations with Louis Farrakhan.… https://t.co/aCc3x3KpHR",0.0,0.0,0.0,1.0,48
48,FoxNews,".@BuckSexton: ""Journalists just have a particular ignorance of their tone in general on the left when it comes to G… https://t.co/yDMyNOjiNa",-0.3612,0.0,0.116,0.884,49
49,FoxNews,A Jenks High School student who battled Stage 4 lymphoma and is cancer free was honored by his football teammates a… https://t.co/29wHCFBBAt,0.128,0.239,0.222,0.539,50
50,FoxNews,"School custodian stole $180 from students' bags during National School Walkout, cops say https://t.co/NOcxPckPjF",-0.3182,0.0,0.15,0.85,51
51,FoxNews,".@LisaMarieBoothe: ""Why is there such an open animosity to Christianity from those on the left?"" #Outnumbered https://t.co/0rItWkSF2s",-0.4404,0.0,0.153,0.847,52
52,FoxNews,"Marie Harf: ""I do not think [@NancyPelosi] will be Speaker if the Democrats take the House back this November, whic… https://t.co/eF840lCt04",0.0,0.0,0.0,1.0,53
53,FoxNews,".@BuckSexton: ""We should do a top-to-bottom scrub of what happened in the Hillary email investigation."" #Outnumbered https://t.co/caNRXQfPLj",0.0,0.0,0.0,1.0,54
54,FoxNews,".@BuckSexton on opposition to Gina Haspel: ""It's just damaging and partisan and I think she'd be a good director.""… https://t.co/gcYshfweeO",-0.1027,0.131,0.149,0.721,55
55,FoxNews,".@LisaMarieBoothe: ""Why are we so concerned about [Andrew McCabe's] pension? If he did something wrong, he did some… https://t.co/uqhtzBmCia",-0.4767,0.0,0.147,0.853,56
56,FoxNews,"McCormick and Schmick's manager suing for $999,999 after getting bit by venomous spider https://t.co/cg4Nsa4OdX",-0.2732,0.0,0.139,0.861,57
57,FoxNews,.@Cilla_Presley opens up about Elvis' final days: We 'didn't see it coming' https://t.co/nxN8KLli1v,0.0,0.0,0.0,1.0,58
58,FoxNews,.@BuschBeer returns as 'Official Beer of NASCAR' https://t.co/tpRNLk38V6,0.0,0.0,0.0,1.0,59
59,FoxNews,OPINION: Rep. @MarshaBlackburn: A concrete step in the fight against the opioid epidemic https://t.co/qjcGnEBkkY,-0.3818,0.0,0.178,0.822,60
60,FoxNews,Teacher Put on Paid Leave for Questioning Student Walkout: School 'Basically Targeted Me' https://t.co/uoglil0eaF,-0.4404,0.0,0.308,0.692,61
61,FoxNews,Do you agree with Jeff Flake? https://t.co/AcImkcglCc https://t.co/tEOZ8LI4yE,0.3612,0.263,0.0,0.737,62
62,FoxNews,".@RepAndyBiggsAZ: ""[@SecShulkin] has not demonstrated the leadership for the culture change we need."" https://t.co/NEO0Ra5b22",0.0,0.0,0.0,1.0,63
63,FoxNews,Student with 'Trump' flag assaulted by mob during National School Walkout (via @calebparke) https://t.co/nUYFDtxilg,-0.6908,0.0,0.322,0.678,64
64,FoxNews,"Amidst reports of @DonaldJTrumpJr's divorce, former first daughter @ChelseaClinton sent a message in defense of Pre… https://t.co/jJq1Tmp79m",0.128,0.091,0.0,0.909,65
65,FoxNews,Trump Administration hits Russia with new sanctions. https://t.co/ZJwbdX4EUA https://t.co/n3fRQPWbKv,0.0,0.0,0.0,1.0,66
66,FoxNews,Illegal immigrant acquitted in Steinle killing accuses feds of 'vindictive prosecution' https://t.co/Ng89dqvIio,-0.9118,0.088,0.602,0.31,67
67,FoxNews,"BREAKING NEWS: Rep. Louise Slaughter, D-NY, dead at 88, according to local reports https://t.co/6lIMIMsssA https://t.co/j686jhx5qX",-0.6486,0.0,0.235,0.765,68
68,FoxNews,"Moments ago, President @realDonaldTrump tweeted his condolences for the seven military personnel who were killed ab… https://t.co/q7YtJaCv2R",-0.6705,0.0,0.22,0.78,69
69,FoxNews,".@RepPeteKing: ""The Trump Administration has been taking pretty strong action against Russia."" https://t.co/kzbCLINeJM",0.7579,0.371,0.0,0.629,70
70,FoxNews,"BREAKING NEWS: Rep. Louise Slaughter, D-NY, dead at 88, according to local reports
https://t.co/YfFwGkOBrU",-0.6486,0.0,0.249,0.751,71
71,FoxNews,"Companies behind Florida bridge collapse have history of fines, failures, lawsuits https://t.co/sRjCSGfMr2",-0.7783,0.0,0.464,0.536,72
72,FoxNews,60-year-old snowmobiler survives four nights in Utah wilderness without food or water (via @JaninePuhak) https://t.co/vVq5qkXJph,0.0,0.0,0.0,1.0,73
73,FoxNews,Officials give an update on Miami bridge collapse  https://t.co/g1ME7Bnjaw,-0.4939,0.0,0.286,0.714,74
74,FoxNews,"Happening Now: Awaiting update on Miami bridge collapse - For full live coverage, tune in to Fox News Channel. https://t.co/eR4KPNXYQC",-0.4939,0.0,0.151,0.849,75
75,FoxNews,".@VP Mike Pence and @SecondLady Karen Pence welcome Irish Prime Minister Leo Varadkar, left, to the U.S. Naval Obse… https://t.co/9OOPL9nTub",0.4588,0.136,0.0,0.864,76
76,FoxNews,"Hannity: Trump's Tough Policy on Russia Stands in Stark Contrast With Obama's
https://t.co/05o8H6qjCh",-0.128,0.0,0.111,0.889,77
77,FoxNews,"Millennials aren’t investing in the markets. Here’s why.
 https://t.co/zHJsdi0xga",0.0,0.0,0.0,1.0,78
78,FoxNews,7 killed in U.S. military helicopter crash. https://t.co/4uiE1WhNpr https://t.co/3y0nBBX9gv,-0.802,0.0,0.545,0.455,79
79,FoxNews,"Arm homeless with shotguns to reduce crime, US Senate hopeful says https://t.co/tlpg4hiYxK",-0.0516,0.196,0.208,0.595,80
80,FoxNews,"Florida bridge collapse seemed 'like a bomb had exploded,' witness says; another recounts bloodied boy 'begging' fo… https://t.co/LasJEwo6QO",-0.5994,0.109,0.279,0.611,81
81,FoxNews,Killer bee attack sends A.J. Foyt to the hospital https://t.co/IWgWsodcni,-0.8126,0.0,0.481,0.519,82
82,FoxNews,Russia promises to retaliate against U.S. over new sanctions. https://t.co/RbUD81w3Jy,0.3818,0.224,0.0,0.776,83
83,FoxNews,Aaron Hernandez's attorney says in new docu-series ex-NFL player's 'final days were happy days' https://t.co/5JabNteGtz,0.5719,0.209,0.0,0.791,84
84,FoxNews,".@NancyPelosi: Trump's Proposed Border Wall Is Too High, 'Obnoxious' in a Civilized Society https://t.co/ietDpZuv8t",0.0,0.0,0.0,1.0,85
85,FoxNews,SHE SAID YES: A Georgia police officer surprised his girlfriend by popping the question amid a group of children du… https://t.co/XpXtdD6d4Q,0.6523,0.239,0.0,0.761,86
86,FoxNews,An early morning runner heads past the Vietnam War Memorial toward the Washington Monument at daybreak. https://t.co/8Sz8bW4P2r,-0.5994,0.0,0.196,0.804,87
87,FoxNews,"Julianne Benzel: ""Would they still give the same courtesy to another group of students who wanted to get up and wal… https://t.co/bAEmSDfMl6",0.3612,0.106,0.0,0.894,88
88,FoxNews,"On @foxandfriends, @AlanDersh called out the many Democrats who have associations with Louis Farrakhan.… https://t.co/7Q8FMAk27f",0.0,0.0,0.0,1.0,89
89,FoxNews,Do you agree with Jeff Flake? https://t.co/AcImkcglCc https://t.co/Ti4DwffeqO,0.3612,0.263,0.0,0.737,90
90,FoxNews,"On @foxandfriends, @real_jamielshaw, a father whose son was killed by an illegal immigrant, called for Oakland Mayo… https://t.co/mSq0wYIO71",-0.8442,0.0,0.351,0.649,91
91,FoxNews,"RT @FoxBusiness: .@peterthiel on Silicon Valley: ""Somehow we've gotten to a point where perhaps the negatives are greater than the positive…",0.3612,0.116,0.0,0.884,92
92,FoxNews,"RT @FoxBusiness: .@peterthiel on Silicon Valley: ""They're in a sort of totalitarian place... I think somehow Silicon Valley shifted from be…",-0.5256,0.0,0.159,0.841,93
93,FoxNews,'Coerced' student walkout in Chicago is 'political indoctrination:' GOP chair https://t.co/GYsIfq5UUy,-0.3182,0.0,0.187,0.813,94
94,FoxNews,"Diane Piagentini, murdered NYPD officer's widow: ""With this decision, it's like, how do I tell my grandchildren?...… https://t.co/eLxDJ06rs2",-0.4404,0.114,0.201,0.685,95
95,FoxNews,Calif. judge bars LA from enforcing gang restrictions that authorities credited with reducing crime https://t.co/qTjglPVQum,-0.25,0.132,0.184,0.684,96
96,FoxNews,".@AlanDersh: ""We don't have affirmative action when it comes to bigotry. Whether you're black or white, you cannot… https://t.co/PxPJDOdVIg",0.0,0.0,0.0,1.0,97
97,FoxNews,".@kelseyjharkness: ""When [@TheDemocrats] run out of things to say, they go to these terms like 'sexism' and 'racism… https://t.co/4zxTLq6Gli",0.3612,0.122,0.0,0.878,98
98,FoxNews,".@AlanDersh: ""They obviously have not been able to build a case based on the alleged obstruction of justice because… https://t.co/5ek7FZz027",0.5267,0.159,0.0,0.841,99
99,FoxNews,".@AlanDersh: ""Race is no excuse. We don't have affirmative action when it comes to bigotry. Whether you're black or… https://t.co/jZw3Ttye0x",-0.2263,0.06,0.102,0.837,100
